Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Safety_Rating,Units_Sold_2024,Warranty_Years,Cost_Per_Km,Estimated_Revenue
646,Rivian,R1T,2022,Lead-acid,69.50,200,"Vehicle-to-Load (V2L)",11.40,72073.64,Burgundy,Australia,3.0,12276,3,360.37,884776004.64
647,MG,"MG5 EV",2019,Aluminum-ion,105.60,257,"Vehicle-to-Grid (V2G)",8.20,30498.91,Tan,Japan,5.0,19659,4,118.67,599578071.69
648,Pininfarina,Battista,2024,Nickel-cobalt-aluminum,51.40,598,"Plug-in Hydrogen Refueling",2.70,107332.12,Titanium,"South Korea",4.0,5692,4,179.49,610934427.04
649,Rimac,Nevera,2021,"Lithium-iron phosphate",32.90,510,CHAdeMO,6.30,105772.93,Burgundy,Thailand,3.0,10564,3,207.40,1117385232.52
650,Hyundai,"Kona Electric",2015,Nickel-cobalt-aluminum,21.50,494,CHAdeMO,0.80,114909.11,Green,Singapore,5.0,11734,3,232.61,1348343496.74
651,Polestar,"Polestar 3",2019,"Lithium-iron phosphate",89.60,225,"Plug-in Hydrogen Refueling",9.40,109110.92,Bronze,UK,3.0,3635,4,484.94,396618194.20
652,Cadillac,Lyriq,2016,"Nickel-metal hydride",56.70,558,NACS,1.60,89309.41,Turquoise,Switzerland,4.0,2500,3,160.05,223273525.00
653,Skoda,"Enyaq Coupe",2021,Aluminum-ion,60.80,565,"Vehicle-to-Home (V2H)",9.80,51576.77,White,Norway,0.0,11233,4,91.29,579361857.41
654,"Great Wall Motors","ORA Ballet Cat",2024,Lead-acid,20.70,367,"Battery Swapping",11.20,53141.43,Black,"Saudi Arabia",4.0,3761,3,144.80,199864918.23
655,Nissan,Ariya,2017,"Lithium-iron phosphate",30.80,454,CHAdeMO,3.60,87788.98,Green,Brazil,4.0,14288,5,193.37,1254328946.24
656,XPeng,G6,2019,"Nickel-metal hydride",45.70,533,"Battery Swapping",11.60,42347.35,Burgundy,Israel,4.0,13885,5,79.45,587992954.75
657,Peugeot,e-3008,2020,Zinc-air,34.00,296,"Vehicle-to-Grid (V2G)",2.80,72349.86,"Emerald Green",China,4.0,9616,5,244.43,695716253.76
658,Canoo,MPDV,2023,Sodium-ion,71.80,158,NACS,9.80,81526.42,"Midnight Black",Brazil,4.0,4007,3,515.99,326676364.94
659,Rimac,Nevera,2020,"Lithium-iron phosphate",80.50,507,"Mobile Charging",10.80,97396.87,Beige,"Czech Republic",5.0,19919,5,192.10,1940048253.53
660,Audi,"A6 e-tron (upcoming)",2025,Nickel-cobalt-aluminum,108.70,322,"Mobile Charging",9.90,53778.05,Blue,Russia,3.0,19707,4,167.01,1059804031.35
661,Jeep,"Recon (upcoming)",2018,Zinc-air,22.80,109,"Level 1 Charging",11.00,64123.90,Titanium,Thailand,4.0,533,3,588.29,34178038.70
662,"Great Wall Motors","ORA Good Cat",2021,Lithium-titanate,59.10,262,"Overhead Pantograph Charging",5.10,96774.02,Purple,Russia,4.0,3978,4,369.37,384967051.56
663,GMC,"Hummer EV Pickup",2015,"Lithium-iron phosphate",26.20,105,CHAdeMO,1.70,68743.08,"Ice Silver",Vietnam,4.0,17614,3,654.70,1210840611.12
664,Seat,Avenger,2019,Aluminum-ion,122.00,156,"Level 2 Charging",11.40,39005.06,Pink,Finland,3.0,19118,4,250.03,745698737.08
665,Jaguar,I-PACE,2020,Calcium-ion,39.20,399,"Vehicle-to-Grid (V2G)",7.80,110188.23,"Matte Black","South Africa",4.0,15817,3,276.16,1742847233.91
666,Hyundai,"Ioniq 6",2019,Lithium-titanate,30.80,385,"Ultra-Fast Charging (350 kW+)",8.10,118232.19,"Electric Blue",China,5.0,7082,4,307.10,837320369.58
667,Canoo,Pickup,2018,Nickel-manganese-cobalt,33.60,206,"Mobile Charging",9.20,67419.05,"Sunset Orange",Sweden,4.0,12634,4,327.28,851772277.70
668,GMC,"Hummer EV Pickup",2021,"Lithium-iron phosphate",28.90,316,NACS,8.40,144179.35,"Matte Green",France,3.0,543,4,456.26,78289387.05
669,Porsche,"Panamera EV",2015,Nickel-manganese-cobalt,106.00,331,"Overhead Pantograph Charging",3.60,141231.33,Green,Brazil,4.0,1741,4,426.68,245883745.53
670,Toyota,"Lexus RZ",2016,Lithium-ion,104.30,474,"Vehicle-to-Grid (V2G)",2.70,52733.96,"Midnight Black",Ireland,5.0,1634,5,111.25,86167290.64
671,Polestar,"Polestar 2",2018,Solid-state,26.90,118,"Battery Swapping",3.20,93855.81,Bronze,Austria,3.0,7205,5,795.39,676231111.05
672,Canoo,MPDV,2019,Nickel-manganese-cobalt,46.70,502,"Inductive (Wireless) Charging",4.50,64559.11,"Gun Metal","Czech Republic",5.0,15622,5,128.60,1008542416.42
673,Subaru,Solterra,2017,Sodium-ion,108.60,185,NACS,4.30,84625.96,White,"New Zealand",3.0,5594,5,457.44,473397620.24
674,Citroen,Ã«-C4,2024,Sodium-ion,146.00,398,"Level 1 Charging",6.10,59701.25,Orange,Japan,3.0,17212,5,150.00,1027577915.00
675,Mercedes-Benz,EQE,2016,Solid-state,59.60,476,"Mobile Charging",5.70,118177.80,"Matte White",Spain,0.0,11554,4,248.27,1365426301.20
676,Dacia,"Bigster EV (upcoming)",2023,Magnesium-ion,106.30,542,"Vehicle-to-Load (V2L)",1.80,112294.10,"Volcanic Yellow",Germany,3.0,11704,4,207.18,1314290146.40
677,Nissan,Leaf,2024,Lithium-titanate,110.50,320,"Overhead Pantograph Charging",2.90,40712.88,Beige,France,4.0,17265,3,127.23,702907873.20
678,Honda,"Honda e (discontinued)",2020,Aluminum-ion,63.10,401,"Vehicle-to-Grid (V2G)",11.40,63149.66,"Metallic Silver",Japan,4.0,14910,5,157.48,941561430.60
679,VinFast,"VF 8",2019,Solid-state,146.00,355,CHAdeMO,5.90,48027.33,Copper,Finland,4.0,510,4,135.29,24493938.30
680,Chevrolet,"Bolt EUV",2019,Calcium-ion,97.10,127,"Vehicle-to-Load (V2L)",4.00,81638.74,"Lime Green",USA,5.0,18374,3,642.82,1500030208.76
681,Hyundai,"Ioniq 6",2017,Lithium-titanate,45.60,399,"DC Fast Charging (DCFC)",3.80,33856.40,Teal,Belgium,3.0,8560,4,84.85,289810784.00
682,Cadillac,Celestiq,2017,Zinc-air,76.70,548,"Mobile Charging",9.80,46701.16,"Navy Blue",Denmark,3.0,9743,5,85.22,455009401.88
683,Acura,"ZDX (with GM Ultium)",2023,"Nickel-metal hydride",68.90,548,"Vehicle-to-Grid (V2G)",1.60,93188.57,"Ice Silver",Hungary,4.0,15287,4,170.05,1424573669.59
684,"Li Auto",MEGA,2015,Aluminum-ion,92.70,590,"Vehicle-to-Grid (V2G)",1.50,46870.27,Magenta,Belgium,5.0,9612,3,79.44,450517035.24
685,Citroen,Ã«-Spacetourer,2017,Nickel-cobalt-aluminum,107.10,336,"Vehicle-to-Home (V2H)",10.20,40159.09,Bronze,France,5.0,10856,3,119.52,435967081.04
686,Jaguar,I-PACE,2018,Lead-acid,38.70,479,"Vehicle-to-Load (V2L)",2.10,137406.28,"Emerald Green",Sweden,4.0,6576,3,286.86,903583697.28
687,Audi,e-tron,2017,Zinc-air,134.40,366,CCS,3.30,42432.84,Black,Turkey,4.0,6030,3,115.94,255870025.20
688,Maserati,"GranTurismo Folgore",2024,"Flow batteries",77.10,436,CCS,5.50,106343.66,"Midnight Black",Sweden,5.0,17913,3,243.91,1904933981.58
689,"Great Wall Motors","ORA Lightning Cat",2019,Lithium-sulfur,106.80,591,"Vehicle-to-Load (V2L)",4.70,63021.76,Beige,France,3.0,18488,4,106.64,1165146298.88
690,Tesla,Cybertruck,2019,Lithium-ion,103.90,557,"Vehicle-to-Home (V2H)",1.00,138847.01,Gray,Australia,4.0,16404,5,249.28,2277646352.04
691,Rivian,R1S,2023,Nickel-cobalt-aluminum,86.70,189,CHAdeMO,4.50,116305.09,Pink,Australia,4.0,12908,3,615.37,1501266101.72
692,Genesis,"G80 Electric",2021,Nickel-manganese-cobalt,98.80,192,"Battery Swapping",2.00,68889.19,"Matte Blue",Brazil,0.0,5215,3,358.80,359257125.85
693,Kia,"Soul EV",2022,Aluminum-ion,108.30,265,"Ultra-Fast Charging (350 kW+)",11.80,127026.66,"Volcanic Yellow",Belgium,4.0,13764,3,479.35,1748394948.24
694,BMW,iX1,2019,Solid-state,24.90,483,"DC Fast Charging (DCFC)",5.60,74918.65,"Emerald Green",Germany,3.0,18801,5,155.11,1408545538.65
695,"Lucid Motors","Lucid Air",2019,Nickel-manganese-cobalt,76.90,246,"Ultra-Fast Charging (350 kW+)",2.80,49450.75,Platinum,"South Africa",0.0,3152,3,201.02,155868764.00
696,Chevrolet,"Bolt EUV",2015,Sodium-ion,120.70,390,"DC Fast Charging (DCFC)",4.40,111883.34,"Volcanic Yellow","South Africa",4.0,11681,5,286.88,1306909294.54
697,Lamborghini,"Revuelto (PHEV)",2016,Nickel-manganese-cobalt,75.60,292,"DC Fast Charging (DCFC)",7.00,45263.09,"Matte Black",Poland,0.0,17712,4,155.01,801699850.08
698,Nissan,Leaf,2019,Aluminum-ion,127.70,299,"Overhead Pantograph Charging",1.30,134576.80,Copper,China,5.0,10231,4,450.09,1376855240.80
699,GMC,"Hummer EV Pickup",2023,Lithium-titanate,135.90,398,"Vehicle-to-Load (V2L)",11.30,148192.07,"Ruby Red",Germany,3.0,4564,3,372.34,676348607.48
700,Lamborghini,"Lanzador (upcoming EV)",2025,Aluminum-ion,134.20,220,"Vehicle-to-Load (V2L)",1.30,143759.71,"Sapphire Blue",Japan,5.0,2640,5,653.45,379525634.40
701,"Great Wall Motors","ORA Good Cat",2019,Lithium-titanate,25.40,118,"Vehicle-to-Load (V2L)",6.30,108040.44,Brown,"New Zealand",0.0,6428,5,915.60,694483948.32
702,Cadillac,Celestiq,2025,"Flow batteries",115.90,382,"Vehicle-to-Load (V2L)",1.10,121881.78,"Ice Silver",Italy,3.0,12049,4,319.06,1468553567.22
703,"Lucid Motors","Lucid Gravity",2021,Aluminum-ion,27.50,218,"DC Fast Charging (DCFC)",7.30,57255.11,"Racing Red","Saudi Arabia",3.0,2510,3,262.64,143710326.10
704,Volkswagen,ID.6,2017,Lithium-sulfur,25.70,279,"Ultra-Fast Charging (350 kW+)",12.00,45565.95,Cream,"New Zealand",5.0,6745,4,163.32,307342332.75
705,Dacia,"Bigster EV (upcoming)",2018,Nickel-manganese-cobalt,112.70,582,"Overhead Pantograph Charging",9.50,65122.01,"Ruby Red",Belgium,3.0,1769,4,111.89,115200835.69
706,"Li Auto",MEGA,2019,Solid-state,46.50,170,"Ultra-Fast Charging (350 kW+)",4.00,96355.88,Orange,Argentina,4.0,14868,3,566.80,1432619223.84
707,Nissan,Ariya,2015,Lithium-sulfur,56.10,296,"Solar Charging",10.00,40139.20,Bronze,Finland,3.0,7354,3,135.61,295183676.80
708,NIO,ET9,2025,Nickel-cobalt-aluminum,89.20,438,"Solar Charging",0.90,121559.56,Black,Ireland,5.0,7095,3,277.53,862465078.20
709,Pininfarina,Battista,2021,Magnesium-ion,114.80,476,"Level 2 Charging",9.80,96395.30,"Volcanic Yellow","Czech Republic",5.0,17003,4,202.51,1639009285.90
710,Mercedes-Benz,"EQS SUV",2022,Lithium-titanate,149.00,221,CHAdeMO,10.90,63684.02,"Sky Blue",Portugal,4.0,18713,4,288.16,1191719066.26
711,Chevrolet,"Equinox EV",2019,Sodium-ion,54.90,228,"Level 1 Charging",1.90,98212.93,Purple,Spain,4.0,1212,4,430.76,119034071.16
712,"Great Wall Motors","ORA Ballet Cat",2023,"Lithium-iron phosphate",73.10,396,"DC Fast Charging (DCFC)",3.70,103239.42,Purple,China,4.0,4168,3,260.71,430301902.56
713,Acura,"ZDX (with GM Ultium)",2017,Calcium-ion,100.30,125,"Ultra-Fast Charging (350 kW+)",1.80,34620.21,"Sky Blue",Turkey,3.0,1992,5,276.96,68963458.32
714,Honda,"Honda Prologue",2015,"Flow batteries",129.80,534,"Overhead Pantograph Charging",6.70,35367.97,"Forest Green",Brazil,3.0,7765,3,66.23,274632287.05
715,Rimac,Nevera,2025,Nickel-cobalt-aluminum,29.30,318,"Solar Charging",2.10,69184.87,Burgundy,Argentina,4.0,1020,3,217.56,70568567.40
716,BYD,"Han EV",2019,Aluminum-ion,39.50,402,"Level 1 Charging",1.70,55377.56,Purple,Turkey,4.0,7040,4,137.76,389858022.40
717,Jeep,"Wrangler 4xe (PHEV)",2025,Lithium-titanate,39.50,490,"DC Fast Charging (DCFC)",11.50,145035.02,"Crimson Red",Singapore,5.0,3972,5,295.99,576079099.44
718,"Faraday Future","FF 91",2024,Nickel-manganese-cobalt,105.70,366,"Vehicle-to-Home (V2H)",4.10,53402.83,"Matte Green","Czech Republic",4.0,7565,4,145.91,403992408.95
719,Rimac,Nevera,2018,Nickel-manganese-cobalt,115.30,550,"Vehicle-to-Grid (V2G)",4.70,72238.15,"Graphite Gray",China,4.0,7528,5,131.34,543808793.20
720,Canoo,"Lifestyle Vehicle",2023,"Lithium-iron phosphate",120.90,308,CHAdeMO,7.50,125502.71,Pink,Hungary,3.0,18874,4,407.48,2368738148.54
721,Acura,"ZDX (with GM Ultium)",2017,Aluminum-ion,79.00,185,CCS,5.30,121861.15,"Cosmic Purple","New Zealand",3.0,5470,3,658.71,666580490.50
722,Volkswagen,ID.7,2023,Aluminum-ion,70.50,316,"Overhead Pantograph Charging",2.00,113631.44,"Forest Green","Czech Republic",5.0,19947,5,359.59,2266606333.68
723,Kia,"Soul EV",2016,Lithium-titanate,139.70,586,"Vehicle-to-Home (V2H)",11.00,105699.84,"Racing Red",Vietnam,5.0,19318,5,180.38,2041909509.12
724,Hyundai,"Ioniq 5",2015,Zinc-air,97.10,445,"Vehicle-to-Home (V2H)",4.90,82630.44,"Graphite Gray",Israel,3.0,18485,5,185.69,1527423683.40
725,Lotus,Evija,2023,Calcium-ion,140.60,246,"Mobile Charging",4.90,120876.03,Charcoal,Japan,4.0,17011,4,491.37,2056222146.33
726,Ferrari,"Ferrari EV (2025+)",2020,Solid-state,65.20,184,CCS,3.80,88396.29,"Crimson Red",Netherlands,3.0,9130,3,480.41,807058127.70
727,Kia,"Niro EV",2023,Calcium-ion,86.10,186,"Level 1 Charging",7.40,34769.40,"Matte White","Saudi Arabia",4.0,6656,4,186.93,231425126.40
728,Ferrari,"Roma PHEV",2022,Lead-acid,36.40,332,"Solar Charging",11.10,115950.11,"Rose Gold",Canada,0.0,4483,4,349.25,519804343.13
729,Renault,"Megane E-Tech",2020,Magnesium-ion,30.30,506,"Ultra-Fast Charging (350 kW+)",8.90,69253.89,"Graphite Gray",Mexico,3.0,10315,3,136.87,714353875.35
730,Zeekr,"Zeekr 001",2023,Sodium-ion,44.80,385,"Level 2 Charging",11.40,105274.21,"Forest Green",Italy,3.0,15876,3,273.44,1671333357.96
731,Renault,"Kangoo E-Tech",2019,"Nickel-metal hydride",45.80,548,"DC Fast Charging (DCFC)",11.40,132858.82,"Racing Red",Switzerland,3.0,5836,3,242.44,775364073.52
732,"Li Auto",L9,2024,Nickel-cobalt-aluminum,102.00,220,"Overhead Pantograph Charging",6.10,108832.92,"Midnight Black",Poland,5.0,12851,5,494.70,1398611854.92
733,Fisker,"Pear (upcoming)",2019,Solid-state,48.50,593,"Solar Charging",5.30,83660.75,"Forest Green",Vietnam,3.0,11389,5,141.08,952812281.75
734,XPeng,G6,2022,Calcium-ion,124.60,350,"Vehicle-to-Grid (V2G)",8.40,33475.51,Bronze,Turkey,4.0,10407,4,95.64,348379632.57
735,XPeng,P5,2021,Nickel-cobalt-aluminum,53.90,127,"Battery Swapping",6.10,56273.78,"Emerald Green",Japan,5.0,6756,5,443.10,380185657.68
736,Jaguar,I-PACE,2017,Zinc-air,90.20,586,"Level 1 Charging",9.70,40830.33,"Cosmic Purple",Mexico,0.0,6896,4,69.68,281565955.68
737,Maserati,"Grecale Folgore",2017,Calcium-ion,89.60,540,"Ultra-Fast Charging (350 kW+)",3.80,49368.50,Turquoise,Mexico,3.0,656,5,91.42,32385736.00
738,Kia,EV9,2022,Lithium-ion,40.40,254,"Level 1 Charging",3.10,122689.40,"Forest Green",Japan,4.0,4298,5,483.03,527319041.20
739,Toyota,bZ4X,2016,Solid-state,85.60,460,"Vehicle-to-Grid (V2G)",0.70,119118.24,"Matte White",Ireland,3.0,19847,4,258.95,2364139709.28
740,VinFast,"VF 8",2021,Lead-acid,116.70,254,"Battery Swapping",5.80,41961.51,"Ruby Red",Singapore,4.0,18382,4,165.20,771336476.82
741,"Great Wall Motors","ORA Lightning Cat",2023,Lead-acid,51.80,108,"Vehicle-to-Load (V2L)",8.90,144174.89,"Stealth Gray","Saudi Arabia",4.0,7605,4,1334.95,1096450038.45
742,BYD,Dolphin,2024,Solid-state,103.60,270,CHAdeMO,9.80,147098.09,Yellow,"United Arab Emirates",0.0,13211,5,544.81,1943312866.99
743,"Great Wall Motors","ORA Ballet Cat",2024,Magnesium-ion,50.20,492,"Vehicle-to-Load (V2L)",3.40,67374.59,Pink,Sweden,3.0,8786,5,136.94,591953147.74
744,Rivian,"EDV (Electric Delivery Van)",2022,Lead-acid,85.00,591,"Ultra-Fast Charging (350 kW+)",4.20,115064.18,"Graphite Gray","United Arab Emirates",5.0,2539,4,194.69,292147953.02
745,Volkswagen,ID.2all,2015,"Nickel-metal hydride",87.60,162,NACS,2.80,134369.90,Orange,Japan,4.0,4583,5,829.44,615817251.70
746,Lamborghini,"Lanzador (upcoming EV)",2021,Lithium-ion,58.60,322,"Solar Charging",8.80,135627.14,Bronze,"South Africa",4.0,17145,5,421.20,2325327315.30
747,Rivian,"EDV (Electric Delivery Van)",2020,Lead-acid,98.60,341,"Vehicle-to-Home (V2H)",2.90,69621.26,"Racing Red",Italy,0.0,13641,3,204.17,949703607.66
748,Ford,"Explorer EV (Europe)",2016,Lithium-ion,60.50,196,"Inductive (Wireless) Charging",8.50,94527.78,Pink,France,4.0,18322,3,482.28,1731937985.16
749,Fisker,Ocean,2018,Lithium-sulfur,56.90,566,"Vehicle-to-Grid (V2G)",7.20,66690.04,"Sapphire Blue",Thailand,3.0,19419,3,117.83,1295053886.76
750,Kia,"Niro EV",2019,"Nickel-metal hydride",54.20,152,CHAdeMO,9.70,100478.05,"Navy Blue",India,5.0,15512,3,661.04,1558615511.60
751,Mercedes-Benz,EQC,2018,"Lithium-iron phosphate",31.90,511,CHAdeMO,2.10,87055.68,White,Hungary,4.0,13939,5,170.36,1213469123.52
752,"Great Wall Motors","ORA Lightning Cat",2019,Lead-acid,118.80,223,"Plug-in Hydrogen Refueling",4.80,76263.58,"Aurora Blue",Brazil,0.0,19837,3,341.99,1512840636.46
753,Mercedes-Benz,EQA,2017,Calcium-ion,76.80,326,"Vehicle-to-Load (V2L)",8.50,60064.68,Orange,"United Arab Emirates",0.0,11982,4,184.25,719694995.76
754,Opel,"Grandland Electric",2020,Lithium-titanate,75.10,415,"Inductive (Wireless) Charging",4.90,51480.67,"Racing Red",USA,0.0,10170,4,124.05,523558413.90
755,Kia,EV6,2019,Lead-acid,139.80,410,"Battery Swapping",0.90,62994.17,"Aurora Blue",Thailand,5.0,1875,5,153.64,118114068.75
756,Canoo,"Lifestyle Vehicle",2022,Zinc-air,102.20,351,NACS,5.90,134992.42,"Stealth Gray","Saudi Arabia",5.0,5019,5,384.59,677526955.98
757,Peugeot,e-2008,2017,Solid-state,74.50,533,CCS,1.10,106497.38,Blue,Hungary,3.0,546,4,199.81,58147569.48
758,Skoda,"Enyaq Coupe",2017,Aluminum-ion,148.20,469,"Overhead Pantograph Charging",6.40,142865.42,Cream,Indonesia,5.0,4833,5,304.62,690468574.86
759,Toyota,bZ4X,2017,Nickel-manganese-cobalt,25.80,411,"Inductive (Wireless) Charging",8.40,79110.18,"Emerald Green",USA,5.0,2821,5,192.48,223169817.78
760,Changan,SL03,2016,Aluminum-ion,31.80,473,"DC Fast Charging (DCFC)",2.60,100937.82,Black,Netherlands,5.0,8084,4,213.40,815981336.88
761,Skoda,"Elroq (upcoming)",2018,Lithium-titanate,118.30,167,"Solar Charging",1.10,114709.68,"Midnight Black",Portugal,3.0,8939,3,686.88,1025389829.52
762,Porsche,"Panamera EV",2019,Lithium-titanate,77.10,147,"Vehicle-to-Load (V2L)",4.60,73633.58,"Navy Blue","South Africa",5.0,12637,3,500.91,930507550.46
763,Maserati,"Grecale Folgore",2021,Sodium-ion,104.00,449,"Solar Charging",2.90,113958.46,"Graphite Gray","United Arab Emirates",4.0,7151,4,253.81,814916947.46
764,Honda,e:Ny1,2016,Lead-acid,105.60,195,"Vehicle-to-Load (V2L)",2.10,100418.49,Turquoise,Singapore,3.0,11759,3,514.97,1180821023.91
765,Mercedes-Benz,"EQS SUV",2022,Sodium-ion,63.80,562,CCS,2.70,72960.54,"Pearl White",Australia,5.0,18873,5,129.82,1376984271.42
766,Zeekr,"Zeekr 007",2022,Calcium-ion,51.70,470,"Overhead Pantograph Charging",7.40,87906.91,Cream,Poland,5.0,3534,4,187.04,310663019.94
767,Zeekr,"Zeekr 009",2024,Nickel-cobalt-aluminum,97.10,183,NACS,11.10,136391.43,"Ice Silver","South Africa",4.0,1762,3,745.31,240321699.66
768,Subaru,Solterra,2020,Nickel-manganese-cobalt,71.50,335,"Level 1 Charging",8.10,54048.78,"Midnight Black",Poland,3.0,8019,3,161.34,433417166.82
769,Skoda,"Elroq (upcoming)",2020,Lithium-ion,82.10,276,CCS,5.90,112414.37,"Ice Silver",Switzerland,3.0,3139,4,407.30,352868707.43
770,Volkswagen,ID.5,2017,Nickel-cobalt-aluminum,120.50,559,"Solar Charging",9.90,117644.65,Brown,Ireland,5.0,881,3,210.46,103644936.65
771,Cadillac,Lyriq,2018,Sodium-ion,67.10,356,"Level 1 Charging",7.50,120202.14,Red,Austria,4.0,3042,4,337.65,365654909.88
772,NIO,ET9,2021,"Nickel-metal hydride",57.00,298,"Vehicle-to-Load (V2L)",0.90,145021.53,Tan,Norway,3.0,11347,5,486.65,1645559300.91
773,Renault,"Megane E-Tech",2025,Calcium-ion,72.60,513,"Level 1 Charging",2.40,45448.74,"Graphite Gray",India,4.0,13843,3,88.59,629146907.82
774,Subaru,Solterra,2019,Lithium-titanate,102.40,409,"Vehicle-to-Home (V2H)",6.30,123720.42,"Cosmic Purple",Mexico,4.0,17423,4,302.49,2155580877.66
775,Skoda,Enyaq,2017,Lithium-ion,63.80,578,"Battery Swapping",2.80,127540.21,"Volcanic Yellow",Australia,4.0,15081,4,220.66,1923433907.01
776,BMW,iX1,2025,Sodium-ion,52.80,272,"Solar Charging",9.30,32823.64,Bronze,Norway,5.0,1167,5,120.68,38305187.88
777,Jaguar,I-PACE,2015,Lead-acid,116.00,227,NACS,1.50,41348.71,"Volcanic Yellow",Sweden,4.0,7998,5,182.15,330706982.58
778,Canoo,MPDV,2024,Nickel-manganese-cobalt,25.30,267,"Overhead Pantograph Charging",0.90,103122.42,"Volcanic Yellow",France,5.0,9895,4,386.23,1020396345.90
779,XPeng,P7,2017,Lithium-titanate,53.40,434,"DC Fast Charging (DCFC)",10.10,82012.23,Orange,Denmark,3.0,1600,4,188.97,131219568.00
780,Ferrari,"Roma PHEV",2018,Magnesium-ion,141.60,240,NACS,3.70,110572.76,"Gun Metal",Thailand,0.0,6787,3,460.72,750457322.12
781,VinFast,"VF 9",2025,"Nickel-metal hydride",55.70,336,"Mobile Charging",1.60,56978.97,"Cosmic Purple",Hungary,4.0,19264,4,169.58,1097642878.08
782,Acura,"ZDX (with GM Ultium)",2023,Nickel-cobalt-aluminum,81.80,385,"Level 1 Charging",4.40,68357.14,Platinum,Malaysia,3.0,12781,4,177.55,873672606.34
783,XPeng,P7,2025,Calcium-ion,94.30,140,"Vehicle-to-Load (V2L)",7.00,71435.90,"Electric Blue","South Africa",4.0,968,3,510.26,69149951.20
784,GMC,"Hummer EV Pickup",2024,Sodium-ion,93.40,312,"Level 1 Charging",9.10,64066.52,"Racing Red",Russia,5.0,4046,3,205.34,259213139.92
785,XPeng,G6,2018,Solid-state,94.20,191,NACS,9.30,148125.93,Cream,"United Arab Emirates",4.0,11900,5,775.53,1762698567.00
786,Kia,EV6,2023,Lead-acid,89.20,215,"Plug-in Hydrogen Refueling",6.20,85669.67,Platinum,Malaysia,0.0,10946,4,398.46,937740207.82
787,Genesis,"GV70 Electric",2025,Aluminum-ion,32.80,397,"Vehicle-to-Grid (V2G)",11.70,79235.26,"Emerald Green",Germany,3.0,19646,5,199.59,1556655917.96
788,Renault,"Kangoo E-Tech",2015,Sodium-ion,99.30,185,"Vehicle-to-Load (V2L)",8.40,144221.53,Black,Ireland,3.0,5288,4,779.58,762643450.64
789,BYD,Seagull,2018,"Nickel-metal hydride",81.40,464,"Inductive (Wireless) Charging",4.20,65157.83,Black,Switzerland,3.0,5795,4,140.43,377589624.85
790,MG,"MG ZS EV",2024,Calcium-ion,63.10,571,NACS,3.30,116645.55,Red,USA,4.0,12626,3,204.28,1472766714.30
791,VinFast,"VF 9",2019,Aluminum-ion,113.10,161,"Level 1 Charging",5.50,129330.46,Blue,"Czech Republic",5.0,16762,5,803.29,2167837170.52
792,Genesis,"G80 Electric",2021,Magnesium-ion,36.10,174,"Battery Swapping",9.20,99577.44,Burgundy,Canada,3.0,15813,3,572.28,1574618058.72
793,Honda,e:Ny1,2020,"Flow batteries",110.20,334,"Vehicle-to-Load (V2L)",9.20,120837.67,Pink,"Czech Republic",5.0,9020,5,361.79,1089955783.40
794,Chevrolet,"Bolt EUV",2017,Lead-acid,57.50,213,"Overhead Pantograph Charging",7.00,115656.38,Magenta,Netherlands,4.0,5060,5,542.99,585221282.80
795,"Faraday Future","FF 91",2017,Zinc-air,58.00,296,"Battery Swapping",7.80,33360.56,"Electric Blue",Israel,5.0,16935,4,112.70,564961083.60
796,"Great Wall Motors","ORA Ballet Cat",2017,Sodium-ion,103.70,400,"Mobile Charging",6.50,75357.45,Champagne,Netherlands,3.0,2121,4,188.39,159833151.45
797,Volvo,EX30,2018,"Lithium-iron phosphate",39.50,411,CCS,8.00,72780.18,"Sunset Orange",Singapore,5.0,7483,5,177.08,544614086.94
798,"Lucid Motors","Lucid Gravity",2025,Lithium-ion,71.80,150,"Mobile Charging",6.30,62576.83,"Matte White","Saudi Arabia",3.0,8390,5,417.18,525019603.70
799,Porsche,"Macan EV",2018,Lithium-titanate,113.30,190,"Level 2 Charging",11.80,61891.60,Bronze,UK,0.0,4343,5,325.75,268795218.80
800,Subaru,Solterra,2018,"Lithium-iron phosphate",51.70,489,"Vehicle-to-Load (V2L)",5.80,94432.04,Burgundy,"South Korea",4.0,2732,4,193.11,257988333.28
801,"Lucid Motors","Lucid Air",2023,Zinc-air,47.90,349,"Solar Charging",7.00,99805.63,Orange,Malaysia,4.0,16,4,285.98,1596890.08
802,Citroen,Ã«-Spacetourer,2024,Lithium-sulfur,84.00,190,"Mobile Charging",6.30,91704.03,"Ruby Red",Poland,5.0,16484,4,482.65,1511649230.52
803,Acura,"ZDX (with GM Ultium)",2016,Magnesium-ion,142.90,349,"Level 1 Charging",4.20,146922.53,"Aurora Blue",Russia,3.0,14522,4,420.98,2133608980.66
804,Acura,"ZDX (with GM Ultium)",2018,Magnesium-ion,34.10,218,"Inductive (Wireless) Charging",4.00,66646.06,"Navy Blue","South Africa",5.0,5065,4,305.72,337562293.90
805,Mercedes-Benz,EQB,2021,Magnesium-ion,42.30,180,NACS,4.20,91975.96,"Aurora Blue",Ireland,4.0,9948,4,510.98,914976850.08
806,Ford,E-Transit,2020,Lithium-titanate,66.00,481,"Mobile Charging",5.70,81035.75,Cream,Indonesia,0.0,13395,4,168.47,1085473871.25
